trial_index,audio_filename,condition
34,ADR_long_grammatical/A3B3A1B1A2B2_294.wav,long_grammatical
35,ADR_long_grammatical/A3B3A2B2A1B1_341.wav,long_grammatical
36,ADR_long_grammatical/A1B1A3B3A2B2_115.wav,long_grammatical
37,ADR_long_grammatical/A3B3A1B1A2B2_272.wav,long_grammatical
38,ADR_long_grammatical/A1B1A3B3A2B2_121.wav,long_grammatical
39,ADR_long_grammatical/A2B2A1B1A3B3_138.wav,long_grammatical
40,ADR_long_grammatical/A3B3A1B1A2B2_319.wav,long_grammatical
41,ADR_long_grammatical/A3B3A2B2A1B1_383.wav,long_grammatical
42,ADR_long_grammatical/A3B3A2B2A1B1_369.wav,long_grammatical
43,ADR_long_replacement/A2B2A1B1A3B3_44.wav,long_replacement
44,ADR_long_concatenation/A3B3A1B1A2B2_22.wav,long_concatenation
45,ADR_long_grammatical/A2B2A1B1A3B3_188.wav,long_grammatical
46,ADR_long_grammatical/A3B3A1B1A2B2_281.wav,long_grammatical
47,ADR_long_grammatical/A2B2A3B3A1B1_219.wav,long_grammatical
48,ADR_long_grammatical/A1B1A3B3A2B2_88.wav,long_grammatical
49,ADR_long_replacement/A3B3A2B2A1B1_7.wav,long_replacement
50,ADR_long_grammatical/A2B2A3B3A1B1_245.wav,long_grammatical
51,ADR_long_grammatical/A2B2A1B1A3B3_149.wav,long_grammatical
52,ADR_long_grammatical/A2B2A3B3A1B1_194.wav,long_grammatical
53,ADR_long_grammatical/A3B3A1B1A2B2_302.wav,long_grammatical
54,ADR_long_concatenation/A3B3A2B2A1B1_16.wav,long_concatenation
55,ADR_long_grammatical/A2B2A3B3A1B1_235.wav,long_grammatical
56,ADR_long_concatenation/A2B2A1B1A3B3_0.wav,long_concatenation
57,ADR_long_grammatical/A2B2A3B3A1B1_251.wav,long_grammatical
58,ADR_long_grammatical/A2B2A3B3A1B1_237.wav,long_grammatical
59,ADR_long_grammatical/A3B3A1B1A2B2_268.wav,long_grammatical
60,ADR_long_grammatical/A2B2A1B1A3B3_160.wav,long_grammatical
61,ADR_long_concatenation/A3B3A2B2A1B1_48.wav,long_concatenation
62,ADR_long_grammatical/A2B2A1B1A3B3_157.wav,long_grammatical
63,ADR_long_grammatical/A3B3A2B2A1B1_372.wav,long_grammatical
64,ADR_long_replacement/A2B2A3B3A1B1_13.wav,long_replacement
65,ADR_long_grammatical/A3B3A2B2A1B1_364.wav,long_grammatical
66,ADR_long_grammatical/A3B3A2B2A1B1_366.wav,long_grammatical
67,ADR_long_grammatical/A2B2A1B1A3B3_128.wav,long_grammatical
68,ADR_long_grammatical/A2B2A1B1A3B3_140.wav,long_grammatical
69,ADR_long_grammatical/A1B1A3B3A2B2_109.wav,long_grammatical
70,ADR_long_grammatical/A3B3A1B1A2B2_262.wav,long_grammatical
71,ADR_long_grammatical/A2B2A3B3A1B1_205.wav,long_grammatical
72,ADR_long_replacement/A3B3A1B1A2B2_45.wav,long_replacement
73,ADR_long_grammatical/A1B1A2B2A3B3_63.wav,long_grammatical
74,ADR_long_replacement/A2B2A1B1A3B3_28.wav,long_replacement
75,ADR_long_grammatical/A2B2A3B3A1B1_193.wav,long_grammatical
76,ADR_long_grammatical/A1B1A2B2A3B3_8.wav,long_grammatical
77,ADR_long_grammatical/A1B1A2B2A3B3_6.wav,long_grammatical
78,ADR_long_grammatical/A3B3A2B2A1B1_359.wav,long_grammatical
79,ADR_long_grammatical/A1B1A3B3A2B2_114.wav,long_grammatical
80,ADR_long_grammatical/A1B1A2B2A3B3_53.wav,long_grammatical
81,ADR_long_concatenation/A1B1A2B2A3B3_8.wav,long_concatenation
82,ADR_long_grammatical/A2B2A1B1A3B3_159.wav,long_grammatical
83,ADR_long_grammatical/A1B1A2B2A3B3_11.wav,long_grammatical
84,ADR_long_replacement/A3B3A1B1A2B2_21.wav,long_replacement
85,ADR_long_grammatical/A1B1A3B3A2B2_66.wav,long_grammatical
86,ADR_long_grammatical/A2B2A1B1A3B3_190.wav,long_grammatical
87,ADR_long_grammatical/A1B1A3B3A2B2_124.wav,long_grammatical
88,ADR_long_grammatical/A3B3A2B2A1B1_354.wav,long_grammatical
89,ADR_long_grammatical/A1B1A2B2A3B3_20.wav,long_grammatical
90,ADR_long_grammatical/A2B2A1B1A3B3_171.wav,long_grammatical
91,ADR_long_grammatical/A3B3A2B2A1B1_381.wav,long_grammatical
92,ADR_long_grammatical/A3B3A1B1A2B2_284.wav,long_grammatical
93,ADR_long_grammatical/A1B1A2B2A3B3_58.wav,long_grammatical
94,ADR_long_grammatical/A3B3A1B1A2B2_303.wav,long_grammatical
95,ADR_long_grammatical/A1B1A2B2A3B3_36.wav,long_grammatical
96,ADR_long_grammatical/A3B3A1B1A2B2_300.wav,long_grammatical
97,ADR_long_grammatical/A2B2A1B1A3B3_136.wav,long_grammatical
98,ADR_long_replacement/A3B3A1B1A2B2_33.wav,long_replacement
99,ADR_long_grammatical/A2B2A1B1A3B3_151.wav,long_grammatical
100,ADR_long_grammatical/A3B3A1B1A2B2_309.wav,long_grammatical
101,ADR_long_grammatical/A2B2A3B3A1B1_203.wav,long_grammatical
102,ADR_long_grammatical/A3B3A2B2A1B1_352.wav,long_grammatical
103,ADR_long_grammatical/A3B3A2B2A1B1_373.wav,long_grammatical
104,ADR_long_grammatical/A2B2A3B3A1B1_238.wav,long_grammatical
105,ADR_long_grammatical/A3B3A1B1A2B2_316.wav,long_grammatical
106,ADR_long_grammatical/A2B2A1B1A3B3_153.wav,long_grammatical
107,ADR_long_grammatical/A1B1A3B3A2B2_89.wav,long_grammatical
108,ADR_long_grammatical/A3B3A2B2A1B1_368.wav,long_grammatical
109,ADR_long_grammatical/A3B3A2B2A1B1_347.wav,long_grammatical
110,ADR_long_grammatical/A3B3A2B2A1B1_374.wav,long_grammatical
111,ADR_long_grammatical/A3B3A1B1A2B2_258.wav,long_grammatical
112,ADR_long_grammatical/A2B2A3B3A1B1_233.wav,long_grammatical
113,ADR_long_grammatical/A3B3A2B2A1B1_351.wav,long_grammatical
114,ADR_long_replacement/A3B3A1B1A2B2_20.wav,long_replacement
115,ADR_long_grammatical/A3B3A2B2A1B1_336.wav,long_grammatical
116,ADR_long_grammatical/A2B2A3B3A1B1_250.wav,long_grammatical
117,ADR_long_concatenation/A2B2A3B3A1B1_31.wav,long_concatenation
118,ADR_long_grammatical/A1B1A3B3A2B2_75.wav,long_grammatical
119,ADR_long_concatenation/A1B1A3B3A2B2_23.wav,long_concatenation
120,ADR_long_grammatical/A3B3A1B1A2B2_265.wav,long_grammatical
121,ADR_long_grammatical/A2B2A1B1A3B3_158.wav,long_grammatical
122,ADR_long_grammatical/A1B1A2B2A3B3_13.wav,long_grammatical
123,ADR_long_concatenation/A1B1A2B2A3B3_15.wav,long_concatenation
124,ADR_long_grammatical/A3B3A2B2A1B1_375.wav,long_grammatical
125,ADR_long_grammatical/A2B2A1B1A3B3_133.wav,long_grammatical
126,ADR_long_replacement/A1B1A3B3A2B2_15.wav,long_replacement
127,ADR_long_replacement/A1B1A3B3A2B2_27.wav,long_replacement
128,ADR_long_grammatical/A1B1A2B2A3B3_45.wav,long_grammatical
129,ADR_long_grammatical/A1B1A3B3A2B2_90.wav,long_grammatical
130,ADR_long_grammatical/A3B3A2B2A1B1_376.wav,long_grammatical
131,ADR_long_grammatical/A2B2A1B1A3B3_172.wav,long_grammatical
132,ADR_long_grammatical/A1B1A2B2A3B3_51.wav,long_grammatical
133,ADR_long_grammatical/A1B1A3B3A2B2_103.wav,long_grammatical
134,ADR_long_grammatical/A3B3A1B1A2B2_307.wav,long_grammatical
135,ADR_long_grammatical/A1B1A3B3A2B2_82.wav,long_grammatical
136,ADR_long_concatenation/A3B3A2B2A1B1_38.wav,long_concatenation
137,ADR_long_concatenation/A1B1A3B3A2B2_39.wav,long_concatenation
138,ADR_long_grammatical/A2B2A1B1A3B3_137.wav,long_grammatical
139,ADR_long_grammatical/A2B2A1B1A3B3_183.wav,long_grammatical
140,ADR_long_grammatical/A3B3A1B1A2B2_285.wav,long_grammatical
141,ADR_long_concatenation/A1B1A3B3A2B2_25.wav,long_concatenation
142,ADR_long_grammatical/A1B1A3B3A2B2_107.wav,long_grammatical
143,ADR_long_concatenation/A1B1A2B2A3B3_18.wav,long_concatenation
144,ADR_long_concatenation/A1B1A3B3A2B2_35.wav,long_concatenation
145,ADR_long_grammatical/A3B3A2B2A1B1_377.wav,long_grammatical
146,ADR_long_grammatical/A1B1A3B3A2B2_97.wav,long_grammatical
147,ADR_long_grammatical/A1B1A3B3A2B2_123.wav,long_grammatical
148,ADR_long_grammatical/A1B1A3B3A2B2_85.wav,long_grammatical
149,ADR_long_grammatical/A2B2A3B3A1B1_225.wav,long_grammatical
150,ADR_long_grammatical/A3B3A2B2A1B1_330.wav,long_grammatical
151,ADR_long_grammatical/A1B1A2B2A3B3_43.wav,long_grammatical
152,ADR_long_grammatical/A3B3A2B2A1B1_329.wav,long_grammatical
153,ADR_long_grammatical/A3B3A1B1A2B2_280.wav,long_grammatical
154,ADR_long_grammatical/A3B3A1B1A2B2_276.wav,long_grammatical
155,ADR_long_replacement/A3B3A2B2A1B1_26.wav,long_replacement
156,ADR_long_grammatical/A1B1A2B2A3B3_18.wav,long_grammatical
157,ADR_long_grammatical/A2B2A3B3A1B1_209.wav,long_grammatical
158,ADR_long_grammatical/A1B1A3B3A2B2_105.wav,long_grammatical
159,ADR_long_grammatical/A2B2A1B1A3B3_144.wav,long_grammatical
160,ADR_long_grammatical/A2B2A3B3A1B1_206.wav,long_grammatical
161,ADR_long_grammatical/A2B2A3B3A1B1_226.wav,long_grammatical
162,ADR_long_grammatical/A3B3A2B2A1B1_350.wav,long_grammatical
163,ADR_long_grammatical/A1B1A2B2A3B3_24.wav,long_grammatical
164,ADR_long_grammatical/A3B3A2B2A1B1_363.wav,long_grammatical
165,ADR_long_grammatical/A1B1A2B2A3B3_40.wav,long_grammatical
166,ADR_long_grammatical/A3B3A1B1A2B2_275.wav,long_grammatical
167,ADR_long_grammatical/A2B2A3B3A1B1_200.wav,long_grammatical
168,ADR_long_concatenation/A1B1A2B2A3B3_17.wav,long_concatenation
169,ADR_long_replacement/A2B2A1B1A3B3_8.wav,long_replacement
170,ADR_long_grammatical/A1B1A2B2A3B3_50.wav,long_grammatical
171,ADR_long_grammatical/A1B1A3B3A2B2_87.wav,long_grammatical
172,ADR_long_grammatical/A2B2A3B3A1B1_228.wav,long_grammatical
173,ADR_long_grammatical/A2B2A1B1A3B3_169.wav,long_grammatical
174,ADR_long_grammatical/A1B1A3B3A2B2_126.wav,long_grammatical
175,ADR_long_grammatical/A2B2A1B1A3B3_139.wav,long_grammatical
176,ADR_long_grammatical/A3B3A2B2A1B1_349.wav,long_grammatical
177,ADR_long_grammatical/A2B2A3B3A1B1_202.wav,long_grammatical
178,ADR_long_grammatical/A3B3A2B2A1B1_357.wav,long_grammatical
179,ADR_long_grammatical/A3B3A2B2A1B1_340.wav,long_grammatical
180,ADR_long_grammatical/A2B2A1B1A3B3_181.wav,long_grammatical
181,ADR_long_grammatical/A1B1A2B2A3B3_12.wav,long_grammatical
182,ADR_long_grammatical/A2B2A3B3A1B1_246.wav,long_grammatical
183,ADR_long_grammatical/A1B1A2B2A3B3_27.wav,long_grammatical
184,ADR_long_concatenation/A3B3A2B2A1B1_32.wav,long_concatenation
185,ADR_long_grammatical/A1B1A3B3A2B2_95.wav,long_grammatical
186,ADR_long_grammatical/A2B2A1B1A3B3_150.wav,long_grammatical
187,ADR_long_grammatical/A1B1A3B3A2B2_117.wav,long_grammatical
188,ADR_long_grammatical/A2B2A1B1A3B3_170.wav,long_grammatical
189,ADR_long_concatenation/A2B2A1B1A3B3_33.wav,long_concatenation
190,ADR_long_grammatical/A1B1A3B3A2B2_64.wav,long_grammatical
191,ADR_long_grammatical/A1B1A3B3A2B2_104.wav,long_grammatical
192,ADR_long_grammatical/A1B1A3B3A2B2_125.wav,long_grammatical
193,ADR_long_replacement/A1B1A2B2A3B3_3.wav,long_replacement
194,ADR_long_replacement/A1B1A2B2A3B3_30.wav,long_replacement
195,ADR_long_grammatical/A1B1A2B2A3B3_0.wav,long_grammatical
196,ADR_long_concatenation/A1B1A3B3A2B2_20.wav,long_concatenation
197,ADR_long_grammatical/A1B1A3B3A2B2_94.wav,long_grammatical
198,ADR_long_grammatical/A3B3A2B2A1B1_335.wav,long_grammatical
199,ADR_long_grammatical/A1B1A2B2A3B3_60.wav,long_grammatical
200,ADR_long_grammatical/A3B3A2B2A1B1_337.wav,long_grammatical
201,ADR_long_grammatical/A1B1A2B2A3B3_56.wav,long_grammatical
202,ADR_long_grammatical/A3B3A1B1A2B2_310.wav,long_grammatical
203,ADR_long_grammatical/A1B1A3B3A2B2_80.wav,long_grammatical
204,ADR_long_grammatical/A3B3A2B2A1B1_380.wav,long_grammatical
205,ADR_long_grammatical/A1B1A3B3A2B2_77.wav,long_grammatical
206,ADR_long_grammatical/A2B2A1B1A3B3_132.wav,long_grammatical
207,ADR_long_concatenation/A3B3A2B2A1B1_9.wav,long_concatenation
208,ADR_long_grammatical/A2B2A3B3A1B1_230.wav,long_grammatical
209,ADR_long_grammatical/A1B1A3B3A2B2_119.wav,long_grammatical
210,ADR_long_grammatical/A3B3A2B2A1B1_346.wav,long_grammatical
211,ADR_long_grammatical/A1B1A2B2A3B3_30.wav,long_grammatical
212,ADR_long_grammatical/A2B2A1B1A3B3_179.wav,long_grammatical
213,ADR_long_grammatical/A1B1A2B2A3B3_1.wav,long_grammatical
214,ADR_long_grammatical/A3B3A2B2A1B1_378.wav,long_grammatical
215,ADR_long_grammatical/A2B2A3B3A1B1_213.wav,long_grammatical
216,ADR_long_grammatical/A3B3A1B1A2B2_277.wav,long_grammatical
217,ADR_long_grammatical/A1B1A2B2A3B3_33.wav,long_grammatical
218,ADR_long_grammatical/A3B3A1B1A2B2_290.wav,long_grammatical
219,ADR_long_grammatical/A2B2A1B1A3B3_145.wav,long_grammatical
220,ADR_long_grammatical/A3B3A2B2A1B1_326.wav,long_grammatical
221,ADR_long_grammatical/A2B2A3B3A1B1_232.wav,long_grammatical
222,ADR_long_concatenation/A2B2A1B1A3B3_34.wav,long_concatenation
223,ADR_long_grammatical/A1B1A3B3A2B2_65.wav,long_grammatical
224,ADR_long_grammatical/A1B1A3B3A2B2_91.wav,long_grammatical
225,ADR_long_replacement/A2B2A1B1A3B3_16.wav,long_replacement
226,ADR_long_grammatical/A3B3A1B1A2B2_259.wav,long_grammatical
227,ADR_long_concatenation/A2B2A3B3A1B1_47.wav,long_concatenation
228,ADR_long_replacement/A1B1A2B2A3B3_35.wav,long_replacement
229,ADR_long_grammatical/A1B1A2B2A3B3_35.wav,long_grammatical
230,ADR_long_grammatical/A3B3A2B2A1B1_365.wav,long_grammatical
231,ADR_long_grammatical/A1B1A2B2A3B3_42.wav,long_grammatical
232,ADR_long_grammatical/A2B2A3B3A1B1_197.wav,long_grammatical
233,ADR_long_grammatical/A1B1A2B2A3B3_32.wav,long_grammatical
234,ADR_long_grammatical/A2B2A3B3A1B1_221.wav,long_grammatical
235,ADR_long_grammatical/A3B3A1B1A2B2_289.wav,long_grammatical
236,ADR_long_grammatical/A1B1A2B2A3B3_31.wav,long_grammatical
237,ADR_long_grammatical/A3B3A2B2A1B1_348.wav,long_grammatical
238,ADR_long_grammatical/A2B2A3B3A1B1_211.wav,long_grammatical
239,ADR_long_grammatical/A2B2A1B1A3B3_156.wav,long_grammatical
240,ADR_long_replacement/A2B2A1B1A3B3_6.wav,long_replacement
